"V1","V2","V3","V4","V5","V6","V7","V8","n","var"
0.00305086507408769,0.00293024759384017,0.095357888989315,0.0249498779035124,0.09,0.07,1,1,150,0.05
0.00296932055925562,0.00290741937998464,0.0674554186458102,0.0147918870935859,0.07,0.07,1,1,150,0.05
0.00296261134265591,0.00299996159552809,0.0500959349418392,0.00729032953093478,0.08,0.07,1,1,150,0.05
0.00251279849678644,0.00249394719239438,0.0595393985016918,0.0136982909939854,0.09,0.09,1,1,150,0.05
0.00319341373662685,0.00317946876676485,0.0657719624295315,0.00915712894472554,0.08,0.08,1,1,150,0.05
0.00265919475913849,0.00265077208460491,0.0457189316258619,0.00327845220273947,0.08,0.07,1,1,150,0.05
0.00283594972504508,0.00282267752758024,0.0557661355402644,0.0050060901257274,0.09,0.09,1,1,150,0.05
0.00281865181129423,0.00272722046854129,0.0496292426465769,0.00636053416124656,0.08,0.07,1,1,150,0.05
0.00289349221979889,0.00292043583681768,0.0527312545478333,0.00786310693734902,0.11,0.09,1,1,150,0.05
0.00254943473756086,0.0024508667976753,0.0893572306967828,0.0283544500084115,0.08,0.07,1,1,150,0.05
0.00320586756750982,0.00324912052702843,0.0855697194039814,0.0181403440379649,0.08,0.08,1,1,150,0.05
0.00296279900369561,0.00291200408237633,0.103833281231465,0.026822184800717,0.09,0.08,1,1,150,0.05
0.00347956779855648,0.00352404272175218,0.0640417931057913,0.00801679818715401,0.11,0.1,1,1,150,0.05
0.00321716293964536,0.00313882438111606,0.0641182131052378,0.00725167109774007,0.09,0.09,1,1,150,0.05
0.00300861577462804,0.00277298950385843,0.114149541094305,0.0409455401981774,0.09,0.1,1,1,150,0.05
0.00274424635182999,0.00266584779372519,0.0464236709435166,0.0071283411077151,0.09,0.09,1,1,150,0.05
0.00252276721742487,0.00257278763849349,0.072244913943553,0.0170318292853399,0.08,0.06,1,1,150,0.05
0.0022680448263723,0.00227262127270425,0.0551170666149567,0.00617903816861434,0.09,0.08,1,1,150,0.05
0.0028527210861653,0.00269124184302758,0.0320355007072107,0.00152190318639592,0.09,0.08,1,1,150,0.05
0.00278196964258092,0.00274973636277624,0.0938978502116128,0.0296995108877292,0.09,0.09,1,1,150,0.05
0.00292869566536929,0.00284088915367717,0.108978812602963,0.0280266099307214,0.1,0.09,1,1,150,0.05
0.00291574268677497,0.00289094122167928,0.0608849486505868,0.00683821807734051,0.07,0.07,1,1,150,0.05
0.00266724401788406,0.00246433528740176,0.0740059055130782,0.0208067416450566,0.1,0.09,1,1,150,0.05
0.002886103474073,0.00290737563695821,0.0582345873976348,0.00729078205431969,0.09,0.09,1,1,150,0.05
0.00336125221760041,0.00336850951531067,0.0497710505313262,0.00822940601670581,0.09,0.09,1,1,150,0.05
0.00320196611276573,0.00296154817138993,0.0553588486422326,0.0136287630996358,0.08,0.09,1,1,150,0.05
0.00287117407424841,0.00278778531880179,0.107178889109217,0.0331011791411182,0.08,0.07,1,1,150,0.05
0.00361877960599263,0.00350419071061529,0.0801718979642053,0.01682166676985,0.11,0.09,1,1,150,0.05
0.00281188538092307,0.00278589683272784,0.110744073838353,0.0356822537064952,0.08,0.07,1,1,150,0.05
0.00281250254425656,0.00262844827902744,0.162534986237434,0.0596976982656292,0.05,0.05,1,1,150,0.05
0.00298343269823995,0.00298732299059175,0.0936632667088617,0.0202981178483433,0.08,0.08,1,1,150,0.05
0.00290852588380953,0.00289354142341469,0.0534939519008995,0.00629981799951229,0.1,0.09,1,1,150,0.05
0.00257101446354194,0.0024841923757048,0.0403720639754103,0.00860559153348211,0.1,0.09,1,1,150,0.05
0.00281139190135636,0.00270705581160989,0.0392948327857197,0.00168450794404099,0.08,0.09,1,1,150,0.05
0.00282843844501286,0.00283727458600136,0.0597293210657022,0.00610425231413233,0.06,0.06,1,1,150,0.05
0.00284533368693966,0.0028703182371039,0.0459467599337575,0.00198680246905234,0.09,0.07,1,1,150,0.05
