"V1","V2","V3","V4","V5","V6","V7","V8","n","var","Tipo","EQM_MIN"
0.0026224868950644,0.00267191489870334,0.00247918630783777,0.00238231842657776,0.09,0.08,17,7,150,0.05,"1500.05",4
0.00257945332701419,0.00258100067321831,0.00251059834181734,0.00245493391727849,0.08,0.07,21,7,150,0.05,"1500.05",4
0.0035524352605808,0.00340914825299158,0.0035373513306079,0.00311055666792962,0.08,0.07,21,12,150,0.05,"1500.05",4
0.00301680917469801,0.002997591604783,0.00298342198291973,0.00313809926315047,0.08,0.07,20,13,150,0.05,"1500.05",3
0.00220101454460479,0.00212566760575891,0.00199163439547531,0.0020114024632075,0.09,0.08,20,6,150,0.05,"1500.05",3
0.00262889368251088,0.00260004915828571,0.00250397803482415,0.00245549420008614,0.09,0.09,22,11,150,0.05,"1500.05",4
0.00311015491777348,0.00313716100063157,0.00298549832822201,0.00277835578446957,0.09,0.09,19,6,150,0.05,"1500.05",4
0.00272367651447697,0.00247736563527937,0.00257667087261278,0.00227451554753138,0.1,0.08,22,11,150,0.05,"1500.05",4
0.00294639090116139,0.00280704292586407,0.00284563780589228,0.00262630598399206,0.1,0.09,18,6,150,0.05,"1500.05",4
0.00274133472746679,0.00253728753908792,0.00257449403686855,0.00252388744877046,0.1,0.08,17,10,150,0.05,"1500.05",4
0.00290159983286208,0.0028002942298425,0.00278199235497972,0.00248019109527693,0.09,0.09,22,6,150,0.05,"1500.05",4
0.00278852293587273,0.00264176441442189,0.00271871967738326,0.00250716655551061,0.1,0.08,19,10,150,0.05,"1500.05",4
0.00263106727379094,0.00263262406845474,0.00263697810513474,0.00236818481523564,0.08,0.08,14,6,150,0.05,"1500.05",4
0.0037090563214923,0.00337032324513796,0.00369799887763606,0.00317198425758982,0.09,0.08,20,8,150,0.05,"1500.05",4
0.00216655201330883,0.00217811369118368,0.00207386959002882,0.00196306307014292,0.08,0.07,22,7,150,0.05,"1500.05",4
0.00236490469679386,0.00229918231266997,0.00222526862951306,0.00199933646138511,0.09,0.07,20,8,150,0.05,"1500.05",4
0.0025497924125722,0.00257389049735375,0.00237748479869121,0.00236172341899845,0.1,0.1,13,13,150,0.05,"1500.05",4
0.00345651696304511,0.00338026707460596,0.00316827048811547,0.00301802678060677,0.09,0.09,17,6,150,0.05,"1500.05",4
0.00340125825819918,0.00336601771761317,0.00326078373791371,0.00290883413846017,0.09,0.08,19,7,150,0.05,"1500.05",4
0.00325930464998693,0.00324240531135364,0.00323009753454329,0.00294367539353441,0.07,0.06,17,7,150,0.05,"1500.05",4
0.00257760393120084,0.00259038915752251,0.00241207009658014,0.00236392032559263,0.09,0.08,18,9,150,0.05,"1500.05",4
0.00351442053059793,0.00312930671039255,0.00334904530403505,0.0030761764606802,0.11,0.09,17,10,150,0.05,"1500.05",4
0.00271316367677682,0.00259322058995716,0.00259249955290405,0.00235267438461456,0.1,0.08,22,8,150,0.05,"1500.05",4
0.00333892419141214,0.00325587916016411,0.00329040280570329,0.00329762986918744,0.08,0.1,16,6,150,0.05,"1500.05",2
0.00315110137800745,0.00314195829893883,0.00290477693576812,0.00281481439865342,0.09,0.09,17,6,150,0.05,"1500.05",4
0.00284018586804463,0.00283668590312596,0.00273730556091915,0.00265346435594589,0.08,0.07,19,6,150,0.05,"1500.05",4
0.00278161487272375,0.00254955865430114,0.00257722685726828,0.00237455327216501,0.11,0.09,20,7,150,0.05,"1500.05",4
0.00334567601942037,0.00337241961760088,0.00310732703485834,0.00290320266582662,0.09,0.08,20,6,150,0.05,"1500.05",4
0.00291607734494683,0.00283479127723243,0.00275570632323018,0.00248148746296788,0.09,0.09,18,6,150,0.05,"1500.05",4
0.00298209382424974,0.00291241144655614,0.00273752711672892,0.00267961448555812,0.09,0.07,22,9,150,0.05,"1500.05",4
0.00341356611016108,0.00344368203532813,0.00316121194741189,0.00296853578964605,0.11,0.09,15,6,150,0.05,"1500.05",4
0.00289495796474739,0.00286808155526241,0.00278429894531646,0.00275383553738742,0.1,0.07,22,12,150,0.05,"1500.05",4
0.00266407756217901,0.00264280153927555,0.0024006325173165,0.00247501228396306,0.1,0.09,16,6,150,0.05,"1500.05",3
0.00341060295840741,0.00331866081984072,0.00332612689604342,0.0030969859956234,0.1,0.09,18,8,150,0.05,"1500.05",4
0.00322976708631041,0.00323976218010228,0.0033220416558686,0.00301675875442988,0.08,0.08,19,6,150,0.05,"1500.05",4
0.0028252563177071,0.00280838623708134,0.00263107261086091,0.00259976190061943,0.1,0.09,18,7,150,0.05,"1500.05",4
0.0023033945732388,0.0023077520475938,0.00222364799903115,0.00214728496253604,0.09,0.08,22,8,150,0.05,"1500.05",4
0.00284260657464872,0.00273813915892034,0.00270758358396226,0.00250685017885565,0.09,0.08,22,7,150,0.05,"1500.05",4
0.00316330495125538,0.0031351404392822,0.00306458336587729,0.00294537536961702,0.09,0.08,22,15,150,0.05,"1500.05",4
0.00245544105157772,0.00242838542823621,0.00245556299316664,0.00237025958664712,0.08,0.07,22,10,150,0.05,"1500.05",4
0.0032448372268751,0.00316569301907452,0.00315025173228936,0.00304154663550624,0.11,0.1,17,6,150,0.05,"1500.05",4
0.0116894343896772,0.0112272616576045,0.0115411936621735,0.0104566531461296,0.12,0.1,19,6,150,0.1,"1500.1",4
0.0116159432379108,0.0115431274611679,0.0113817506482918,0.0106526751207093,0.07,0.07,16,6,150,0.1,"1500.1",4
0.0114971134829065,0.0116535309296864,0.0111510985958922,0.0107100658574939,0.12,0.11,14,8,150,0.1,"1500.1",4
0.00953156417409191,0.0095427237195242,0.00898215713988508,0.00890508305018182,0.12,0.11,17,6,150,0.1,"1500.1",4
0.0124318046921865,0.0124593209721985,0.0121468632569201,0.0118121095814578,0.1,0.09,18,7,150,0.1,"1500.1",4
0.0105055639669595,0.0103887045287008,0.0103485488534606,0.00997067171703803,0.08,0.1,13,6,150,0.1,"1500.1",4
0.0107375192574171,0.0106926683128919,0.0102187727746027,0.0100975225640206,0.12,0.11,17,7,150,0.1,"1500.1",4
0.0110178506661784,0.0106680882903323,0.0111236704145034,0.0107431536237975,0.09,0.08,22,6,150,0.1,"1500.1",2
0.0109722880904062,0.0110032664140837,0.0105238487915716,0.0102084747779455,0.13,0.12,17,7,150,0.1,"1500.1",4
0.00987094587719702,0.00952778830571121,0.00947458661588921,0.00960017517040047,0.1,0.08,21,9,150,0.1,"1500.1",3
0.0123614301890919,0.0125451910698952,0.0118838650307556,0.0112222175988895,0.13,0.12,18,7,150,0.1,"1500.1",4
0.0112154111759487,0.0109460876729053,0.0106885301537126,0.0101102295721479,0.13,0.12,13,6,150,0.1,"1500.1",4
0.0131681415630775,0.0131779756274161,0.0124225290317519,0.0124999841945659,0.15,0.14,13,6,150,0.1,"1500.1",3
0.0120761745754567,0.0118668993263432,0.011789639279341,0.0111412827803593,0.15,0.13,15,8,150,0.1,"1500.1",4
0.0113274269286594,0.0108495049238702,0.0109361406169371,0.0107976913209498,0.09,0.13,14,6,150,0.1,"1500.1",4
0.0103458654103842,0.0101635448856064,0.00984119830122146,0.00965060962547881,0.12,0.11,20,8,150,0.1,"1500.1",4
0.00986431148787099,0.00990267199685359,0.00971577052246994,0.00928706275055952,0.11,0.1,17,6,150,0.1,"1500.1",4
0.00875342606389674,0.00878976602150391,0.00833240189333027,0.00842015716036778,0.1,0.1,17,6,150,0.1,"1500.1",3
0.0108246318022086,0.0102275275248583,0.0103336497798517,0.00991566474009522,0.12,0.09,21,8,150,0.1,"1500.1",4
0.0105500599712635,0.010496414730721,0.0102043828663418,0.0101026095185183,0.12,0.13,14,6,150,0.1,"1500.1",4
0.011011399856311,0.0108046813316257,0.0105059934688666,0.0100199266532321,0.15,0.12,17,6,150,0.1,"1500.1",4
0.0116005382753482,0.0114595945456241,0.0119869635558195,0.012874134433939,0.07,0.07,19,6,150,0.1,"1500.1",2
0.00996499341420617,0.00949263254553219,0.00942800825006084,0.00906134771582077,0.14,0.11,16,6,150,0.1,"1500.1",4
0.0109929155594253,0.0110175862348199,0.0104769481138907,0.0104470762573153,0.12,0.12,13,6,150,0.1,"1500.1",4
0.0128034697863726,0.0127959309624995,0.0126694812441441,0.011816380395084,0.15,0.13,14,6,150,0.1,"1500.1",4
0.0122332124038342,0.011677375412567,0.0116404456976707,0.0120371878779024,0.09,0.1,16,6,150,0.1,"1500.1",3
0.0111523107624476,0.0109049162057219,0.0111807133361221,0.0108056101794944,0.09,0.1,20,7,150,0.1,"1500.1",4
0.0135356396597686,0.0132364872983288,0.0128928347316651,0.0122744321231601,0.13,0.13,13,6,150,0.1,"1500.1",4
0.0108797661430593,0.0108348805056108,0.0104073099204417,0.0101464202996784,0.14,0.11,16,6,150,0.1,"1500.1",4
0.0111355536355576,0.0104660314397993,0.0110217296473919,0.0108611250192132,0.05,0.05,11,6,150,0.1,"1500.1",2
0.0115088840534096,0.0115813094451852,0.0114641424004519,0.010571301300557,0.12,0.1,15,6,150,0.1,"1500.1",4
0.0110182490128746,0.0110107237351101,0.0105378046982708,0.00984098604625105,0.13,0.11,16,6,150,0.1,"1500.1",4
0.00969735961552607,0.00963599508883774,0.00942337456212558,0.00900060817485668,0.14,0.11,17,6,150,0.1,"1500.1",4
0.0108591215342999,0.0105686577549771,0.0107175444324713,0.0107081490376523,0.11,0.12,16,6,150,0.1,"1500.1",2
0.011064746530215,0.0110219778951152,0.0108131245127382,0.0100525949632671,0.12,0.08,19,6,150,0.1,"1500.1",4
0.0109548614298699,0.0108634025572831,0.010614175853196,0.0104127597320352,0.12,0.11,20,12,150,0.1,"1500.1",4
0.0103664062609439,0.0103537768575768,0.00984177842307266,0.00953246061497489,0.13,0.12,12,6,150,0.1,"1500.1",4
0.0132009670142898,0.013096637331444,0.0127057301817009,0.0119905717490007,0.12,0.12,13,8,150,0.1,"1500.1",4
0.00934125789793673,0.00925817718456152,0.00907474178442931,0.00887280480233883,0.07,0.07,16,7,150,0.1,"1500.1",4
0.0110678700262705,0.0110480939556716,0.0107073945079715,0.0100884324496915,0.13,0.14,13,6,150,0.1,"1500.1",4
0.0118326233927641,0.0119542965507034,0.0113136066592946,0.0114596509126139,0.12,0.11,18,6,150,0.1,"1500.1",3
0.0123629810359207,0.0125710504402513,0.0119572647556167,0.0115089695310234,0.05,0.11,14,6,150,0.1,"1500.1",4
0.0103568645032786,0.0104755955568058,0.0101750602319536,0.0100561216994322,0.11,0.08,16,16,150,0.1,"1500.1",4
0.0114286565945968,0.0114790772239948,0.0109648385757468,0.0108978381670672,0.12,0.12,15,7,150,0.1,"1500.1",4
0.0112704577115535,0.0112634338962698,0.0107843248677788,0.0112699560675926,0.11,0.1,18,6,150,0.1,"1500.1",3
0.0136955080623231,0.0132984506901227,0.013197971944905,0.0127449690099972,0.15,0.13,13,7,150,0.1,"1500.1",4
0.00819423317406648,0.0082864766559058,0.00798015575922984,0.00784529922368669,0.12,0.11,21,6,150,0.1,"1500.1",4
0.00941084675942251,0.00926458296175736,0.00901305281506318,0.00906047348590109,0.13,0.11,16,13,150,0.1,"1500.1",3
0.0105115134602673,0.0104906288096378,0.0109551541281648,0.0105702069333887,0.08,0.08,20,6,150,0.1,"1500.1",2
0.0104941496611673,0.0104199972333137,0.0103279948703409,0.00983858756809152,0.12,0.08,16,8,150,0.1,"1500.1",4
0.0107068392322756,0.0106190199112225,0.0102788147393897,0.0101936235928355,0.09,0.11,17,8,150,0.1,"1500.1",4
0.0127489913657583,0.0112685163519286,0.0125753155738826,0.0118385332812411,0.14,0.12,5,6,150,0.1,"1500.1",2
0.0120248014999098,0.0120952328902169,0.0114108695881163,0.0114175216315837,0.12,0.11,12,6,150,0.1,"1500.1",3
0.0105263560819036,0.0106432512212526,0.0105576418490616,0.0100783748832809,0.09,0.09,14,7,150,0.1,"1500.1",4
0.0105669380459906,0.0105630080573694,0.0109841106698895,0.0107742584893726,0.1,0.09,15,6,150,0.1,"1500.1",2
0.0104804342095607,0.0104082012030037,0.0100369483197688,0.00939279160613384,0.12,0.12,14,6,150,0.1,"1500.1",4
0.0100886075651994,0.0102047273484933,0.00963278918443142,0.00932192131327335,0.13,0.13,14,6,150,0.1,"1500.1",4
0.0110881245555938,0.0108368523831208,0.0108780355429237,0.0100426402954831,0.13,0.12,16,6,150,0.1,"1500.1",4
0.0109918999418251,0.0106811697519123,0.0103377828352823,0.0101986254655702,0.13,0.12,16,9,150,0.1,"1500.1",4
0.0100958323195711,0.010099601452424,0.00969541619276238,0.00947548043015635,0.13,0.11,17,7,150,0.1,"1500.1",4
0.0100946423075273,0.010143876255586,0.00970008318416021,0.0097821574193986,0.1,0.1,15,7,150,0.1,"1500.1",3
0.0138628739343201,0.0133169393524422,0.0137250001368061,0.0125008463899158,0.09,0.08,21,12,150,0.1,"1500.1",4
0.0118347375651462,0.0119180032709899,0.0117029778414376,0.0125913447267548,0.1,0.09,20,13,150,0.1,"1500.1",3
0.00828025771710034,0.00811600715161862,0.00803960890558581,0.0080024664205498,0.11,0.11,20,8,150,0.1,"1500.1",4
0.0099765833460209,0.00985328783067193,0.00965415799974055,0.00951257418726153,0.13,0.12,17,7,150,0.1,"1500.1",4
0.011892625769842,0.0119665211830834,0.0115920485079244,0.011010051992372,0.13,0.13,13,6,150,0.1,"1500.1",4
0.0101875143832507,0.0093798931012267,0.00975824055793183,0.00913155471186788,0.14,0.11,17,11,150,0.1,"1500.1",4
0.0112026059090515,0.0107835821919134,0.0109065684737521,0.0105484253462232,0.12,0.12,15,6,150,0.1,"1500.1",4
0.0103748016501059,0.00976319475527036,0.00996870305146955,0.00997500651743117,0.11,0.11,17,8,150,0.1,"1500.1",2
0.0108529833480475,0.0106230708926886,0.0104438216206942,0.0097472117634856,0.14,0.11,13,6,150,0.1,"1500.1",4
0.0106377744019382,0.0102714632902173,0.010523801740318,0.0100855896091605,0.1,0.09,14,10,150,0.1,"1500.1",4
0.0100674730884354,0.0101465014673997,0.00987327798667236,0.00941988071261564,0.11,0.1,14,6,150,0.1,"1500.1",4
0.0140969889231252,0.0128467179259842,0.0138314369768506,0.012729034695597,0.13,0.11,13,8,150,0.1,"1500.1",4
0.0083446076618872,0.00835751424220085,0.00803279012120171,0.00792672172026082,0.12,0.1,12,7,150,0.1,"1500.1",4
0.00894099878563294,0.00867290149910376,0.00847639574213522,0.00801425278256774,0.12,0.1,20,8,150,0.1,"1500.1",4
0.00993018510752725,0.00996955353582078,0.00943754949367375,0.00945128703162262,0.12,0.11,13,13,150,0.1,"1500.1",3
0.0131781561836399,0.0129186773558232,0.0125259461511429,0.0119697564602134,0.12,0.13,17,6,150,0.1,"1500.1",4
0.0131291691227012,0.0130014802191145,0.0127681794493694,0.011556047422887,0.09,0.09,19,8,150,0.1,"1500.1",4
0.0128087654054853,0.0127656616008781,0.0124716304132654,0.0116235619639053,0.15,0.12,17,7,150,0.1,"1500.1",4
0.00984102265676842,0.0099178159093381,0.00942234950459794,0.00931718738941744,0.14,0.11,18,9,150,0.1,"1500.1",4
0.0131344283520714,0.0117502928300445,0.0126607207227383,0.0122897870846654,0.14,0.13,13,6,150,0.1,"1500.1",2
0.0103495845502044,0.00999168834214669,0.00997188746210668,0.00948091779125815,0.11,0.1,18,8,150,0.1,"1500.1",4
0.0130415797799743,0.0128175381857852,0.012892226943879,0.0128221067816669,0.09,0.11,11,5,150,0.1,"1500.1",2
0.0120798754584584,0.0121157970258782,0.0114509017546539,0.0111313124494603,0.12,0.12,17,6,150,0.1,"1500.1",4
0.0111287368575414,0.0110960954038708,0.0110936805684652,0.0104493266537903,0.09,0.11,19,6,150,0.1,"1500.1",4
0.010321575636045,0.00955790055112476,0.00993184893420196,0.00952127239000029,0.14,0.12,17,7,150,0.1,"1500.1",4
0.0128657098630587,0.0127850411338363,0.012333960468585,0.011500532181101,0.13,0.11,20,6,150,0.1,"1500.1",4
0.0109937130015187,0.0106506480516493,0.0106262891071171,0.00978679716779037,0.12,0.12,13,6,150,0.1,"1500.1",4
0.0114464146103849,0.011139275103187,0.0108446760160992,0.0107613573525363,0.12,0.1,22,16,150,0.1,"1500.1",4
0.0129932515656607,0.0130607135077719,0.0122499004344888,0.0117677374929666,0.13,0.13,15,6,150,0.1,"1500.1",4
0.0113764822875718,0.0111877334571775,0.010917161713485,0.0109966368389299,0.1,0.08,22,12,150,0.1,"1500.1",3
0.0101635930405053,0.0102211804217531,0.0096822495377539,0.00969704784262372,0.12,0.11,16,6,150,0.1,"1500.1",3
0.0130726738319496,0.0128620036301109,0.012971108006756,0.012300711421507,0.14,0.11,17,8,150,0.1,"1500.1",4
0.012662807627036,0.0126654796218583,0.012465824837774,0.0119676899358168,0.09,0.09,13,6,150,0.1,"1500.1",4
0.0108749741487834,0.0109015617766278,0.010312445537124,0.0102668783316458,0.13,0.13,12,5,150,0.1,"1500.1",4
0.00882453227316942,0.00882740008292089,0.00868045338695782,0.00854116216837651,0.11,0.11,15,8,150,0.1,"1500.1",4
0.0108356673813324,0.0106130958008275,0.0106348102129,0.00992810177861493,0.09,0.09,14,7,150,0.1,"1500.1",4
0.0122548404102267,0.0121401667605005,0.0120684284134505,0.0117208420778098,0.11,0.1,22,15,150,0.1,"1500.1",4
0.00954024795615776,0.00943748164438015,0.00953648447080122,0.00951260179671765,0.1,0.08,22,14,150,0.1,"1500.1",2
0.0124092579003058,0.0120302258881598,0.0120939365367111,0.012048628257347,0.12,0.14,13,6,150,0.1,"1500.1",2
0.0257624245479419,0.0246512546978761,0.0253769437556079,0.0234675608229534,0.15,0.14,12,6,150,0.15,"1500.15",4
0.0255362399476666,0.025456762888547,0.0250441659335168,0.0239628417658673,0.19,0.18,11,6,150,0.15,"1500.15",4
0.0252500832921797,0.0256027526829353,0.0245210589008673,0.0241075353856032,0.18,0.15,11,8,150,0.15,"1500.15",4
0.0209501380540943,0.0210537765617016,0.0203886562820501,0.0200363242192745,0.13,0.14,17,6,150,0.15,"1500.15",4
0.0277139425828628,0.0279202969896591,0.0273080657577656,0.0264396242188731,0.1,0.12,18,5,150,0.15,"1500.15",4
0.0233630906696979,0.0232652753952855,0.0228871982707547,0.022349156744067,0.09,0.12,13,6,150,0.15,"1500.15",4
0.0235438138253739,0.0234490779331974,0.0229317026640249,0.0226861402621093,0.13,0.13,17,7,150,0.15,"1500.15",4
0.0245113796698263,0.0238690849377074,0.0248368320898711,0.0241726738644747,0.09,0.1,22,6,150,0.15,"1500.15",2
0.0241288858033957,0.0242504219040461,0.0235637168694304,0.0229038994107384,0.15,0.14,13,7,150,0.15,"1500.15",4
0.0219013024822226,0.0212689203836374,0.0212395127885849,0.0217167302502168,0.11,0.09,21,12,150,0.15,"1500.15",3
0.0270816723313545,0.0273566908069954,0.0261353114009849,0.0252089005895787,0.17,0.15,12,7,150,0.15,"1500.15",4
0.0243876190946868,0.0239878183507404,0.0234939126043022,0.0227724063550007,0.16,0.16,13,6,150,0.15,"1500.15",4
0.028870149090219,0.0287788404174418,0.027921266422066,0.0280549766368349,0.18,0.18,13,6,150,0.15,"1500.15",3
0.0263042043358213,0.0260795004814725,0.0246019099099563,0.0251998081327541,0.16,0.17,8,5,150,0.15,"1500.15",3
0.0248122082207467,0.0241540214631662,0.0245331569827406,0.0242825280620601,0.16,0.17,14,6,150,0.15,"1500.15",2
0.0226659911418066,0.0223999463168323,0.022100926259729,0.0217402784928906,0.13,0.13,17,8,150,0.15,"1500.15",4
0.0218206598668641,0.02187015378188,0.0216158445850105,0.0208385473916645,0.12,0.11,17,6,150,0.15,"1500.15",4
0.019409176697386,0.0195466227977823,0.0188637566017456,0.0189686800953599,0.12,0.12,17,6,150,0.15,"1500.15",3
0.0237624270873838,0.0225439315512184,0.0230791281144517,0.0224619318517173,0.13,0.12,21,10,150,0.15,"1500.15",4
0.0230877844432646,0.0230987548393112,0.022547355281311,0.0226938564597225,0.15,0.16,10,6,150,0.15,"1500.15",3
0.0240594407863269,0.0237168002741973,0.023223157745345,0.0225890968017428,0.18,0.15,12,6,150,0.15,"1500.15",4
0.0261202153867442,0.0257389934207049,0.0271052335813036,0.0284970333274361,0.07,0.08,19,5,150,0.15,"1500.15",2
0.0217620507399672,0.0209393636688574,0.0210748705179723,0.0203569374512763,0.15,0.14,16,6,150,0.15,"1500.15",4
0.0242187266324793,0.0243169127171504,0.0232394854451985,0.023435332598264,0.13,0.13,13,6,150,0.15,"1500.15",3
